Ticker,Acurácia Dir %,Acertos,Erros,Dias Teste,Dias Treino,Classe,Coef. MIDAS,Retorno 1 Ano %,Sharpe Ratio,R$10k → Hoje,Lucro/Perda R$,Rentabilidade %,Recomendação,potencial_2026,retorno_proj_%,pct_dias_alta_%,preco_atual,preco_proj_dez26
TOTS3.SA,46.59,116,133,249,798,🔴 Fraco,40.1,-23.59,-0.662,7640.92,-2359.08,-23.59,⚠️  CAUTELA,84.0,67515.3,100.0,31.75,21467.8577
CEAB3.SA,47.79,119,130,249,798,🔴 Fraco,40.0,-33.19,-0.51,6680.95,-3319.05,-33.19,⚠️  CAUTELA,82.0,386.77,84.2,11.44,55.6869
VAMO3.SA,49.4,123,126,249,798,🔴 Fraco,39.9,-32.97,-0.489,6703.12,-3296.88,-32.97,⚠️  CAUTELA,14.9,-94.76,0.4,3.19,0.1673
MBRF3.SA,49.4,123,126,249,798,🔴 Fraco,39.6,-35.89,-0.553,6410.86,-3589.14,-35.89,⚠️  CAUTELA,67.8,26.19,42.3,16.29,20.5561
PLPL3.SA,49.4,123,126,249,798,🔴 Fraco,39.1,-36.99,-0.78,6301.34,-3698.66,-36.99,⚠️  CAUTELA,15.0,-83.07,1.2,8.91,1.5082
BSLI4.SA,54.62,136,113,249,791,🟡 Bom,38.7,-49.13,-0.801,5086.7,-4913.3,-49.13,⚠️  CAUTELA,86.2,1014.26,98.8,3.81,42.4535
TUPY3.SA,50.6,126,123,249,798,🔴 Fraco,38.5,-33.35,-0.91,6664.94,-3335.06,-33.35,⚠️  CAUTELA,17.7,-42.8,0.0,12.83,7.3392
ROMI3.SA,44.18,110,139,249,798,🔴 Fraco,37.5,-25.31,-1.257,7469.16,-2530.84,-25.31,⚠️  CAUTELA,16.2,-44.96,8.1,6.5,3.5776
YDUQ3.SA,47.79,119,130,249,798,🔴 Fraco,37.1,-36.69,-0.783,6331.05,-3668.95,-36.69,⚠️  CAUTELA,16.6,-63.84,15.0,9.58,3.464
TASA4.SA,45.78,114,135,249,798,🔴 Fraco,36.7,-39.05,-1.145,6094.8,-3905.2,-39.05,⚠️  CAUTELA,79.7,74.33,73.1,4.69,8.1763
RAPT4.SA,50.6,126,123,249,798,🔴 Fraco,36.5,-42.67,-1.186,5733.19,-4266.81,-42.67,⚠️  CAUTELA,15.2,-63.94,0.0,5.2,1.8751
ONCO3.SA,49.4,123,126,249,720,🔴 Fraco,36.4,-74.01,-0.48,2599.21,-7400.79,-74.01,⚠️  CAUTELA,83.0,383.04,87.7,1.31,6.3278
CSAN3.SA,54.22,135,114,249,798,🟡 Bom,35.4,-52.13,-1.234,4787.36,-5212.64,-52.13,⚠️  CAUTELA,16.3,-98.93,0.4,3.94,0.0423
OIBR3.SA,52.21,130,119,249,798,🟡 Bom,35.1,-80.95,-0.071,1904.76,-8095.24,-80.95,⚠️  CAUTELA,27.6,-43.51,64.2,0.12,0.0678
LJQQ3.SA,51.41,128,121,249,798,🔴 Fraco,35.0,-50.35,-0.883,4965.28,-5034.72,-50.35,⚠️  CAUTELA,15.4,-97.85,0.0,1.43,0.0307
CRIV4.SA,19.51,16,66,82,798,🔴 Fraco,34.3,0.0,0.0,10000.0,0.0,0.0,⚠️  CAUTELA,55.9,0.67,82.3,6.74,6.7854
GMAT3.SA,51.0,127,122,249,798,🔴 Fraco,34.2,-46.68,-1.462,5332.12,-4667.88,-46.68,⚠️  CAUTELA,85.3,675.88,100.0,4.14,32.1212
LIGT3.SA,49.8,124,125,249,798,🔴 Fraco,34.0,-53.06,-0.889,4693.55,-5306.45,-53.06,⚠️  CAUTELA,15.7,-99.01,5.4,2.91,0.0287
BHIA3.SA,55.42,138,111,249,798,🟡 Bom,32.9,-65.33,-0.999,3467.34,-6532.66,-65.33,⚠️  CAUTELA,16.6,-96.81,0.0,1.38,0.044
AZZA3.SA,49.0,122,127,249,798,🔴 Fraco,32.3,-50.52,-1.457,4948.05,-5051.95,-50.52,⚠️  CAUTELA,17.2,-62.91,16.5,19.85,7.3614
HAPV3.SA,47.39,118,131,249,798,🔴 Fraco,31.8,-70.91,-1.447,2909.09,-7090.91,-70.91,⚠️  CAUTELA,17.4,-57.53,21.2,12.48,5.2999
OIBR4.SA,47.79,119,130,249,798,🔴 Fraco,28.8,-85.42,-1.179,1457.59,-8542.41,-85.42,🔴 EVITAR,83.8,173.29,96.5,1.22,3.3341
AMAR3.SA,42.57,106,143,249,798,🔴 Fraco,24.9,-56.08,-1.961,4391.89,-5608.11,-56.08,🔴 EVITAR,13.1,-63.7,1.9,0.65,0.236
PMAM3.SA,43.37,108,141,249,798,🔴 Fraco,24.1,-84.68,-1.753,1531.53,-8468.47,-84.68,🔴 EVITAR,14.6,-91.55,10.4,0.34,0.0287
AZEV4.SA,30.52,76,173,249,798,🔴 Fraco,21.2,-81.69,-1.667,1830.99,-8169.01,-81.69,🔴 EVITAR,9.9,-70.45,5.0,0.13,0.0384
RAIZ4.SA,39.36,98,151,249,752,🔴 Fraco,20.0,-82.47,-2.181,1752.58,-8247.42,-82.47,🔴 EVITAR,81.8,3568344.85,100.0,0.34,12132.7125
AMBP3.SA,36.14,90,159,249,798,🔴 Fraco,17.8,-99.11,-2.246,88.54,-9911.46,-99.11,🔴 EVITAR,34.5,-10.3,31.9,0.17,0.1525
