,CXSE3.SA,ANIM3.SA,EGIE3.SA,BSLI4.SA,GRND3.SA,BEES3.SA,HBOR3.SA,WIZC3.SA,MTRE3.SA,PNVL3.SA,BBSE3.SA,GMAT3.SA,BLAU3.SA,DIRR3.SA,BRSR5.SA,CGRA4.SA,ENGI4.SA,FESA3.SA,GEPA3.SA,GEPA4.SA,SOJA3.SA,TAEE3.SA,TASA3.SA,TFCO4.SA,COCE5.SA,CPFE3.SA,SAPR3.SA,ALUP3.SA,EVEN3.SA,SEER3.SA,B3SA3.SA,CPLE3.SA,EUCA3.SA,HBSA3.SA,LAND3.SA,TAEE4.SA,VIVT3.SA,CASH3.SA,CMIN3.SA,USIM3.SA,USIM5.SA,CMIG3.SA,ESPA3.SA,ITUB4.SA,KLBN11.SA,TOTS3.SA,KLBN3.SA,OIBR4.SA,RANI3.SA,BMIN4.SA,ENEV3.SA,EQTL3.SA,RCSL4.SA,SUZB3.SA,ENGI3.SA,SMFT3.SA,TRIS3.SA,SBFG3.SA,JHSF3.SA,ONCO3.SA,LAVV3.SA,BMEB4.SA,HYPE3.SA,MILS3.SA,SANB11.SA,CYRE3.SA,CEAB3.SA,EZTC3.SA,RAIZ4.SA,NEOE3.SA,FESA4.SA,WEGE3.SA,TASA4.SA,BRAV3.SA,UNIP5.SA,SANB3.SA,ITSA4.SA,BRGE3.SA,RECV3.SA,QUAL3.SA,MBRF3.SA,EKTR3.SA,BEES4.SA,LWSA3.SA,EMBJ3.SA,CLSC3.SA,CRIV3.SA,KEPL3.SA,TAEE11.SA,UNIP6.SA,AGRO3.SA,POSI3.SA,CRIV4.SA,BRGE5.SA,BAZA3.SA,BRGE12.SA,KLBN4.SA,BRGE11.SA,CGRA3.SA,EUCA4.SA,AURE3.SA,BRGE6.SA,CLSC4.SA,LEVE3.SA,PDGR3.SA,SMTO3.SA,ITSA3.SA,AMBP3.SA,RAIL3.SA,CAML3.SA,BPAC11.SA,BRSR6.SA,SANB4.SA,BRAP4.SA,EMAE4.SA,EKTR4.SA,ASAI3.SA,VALE3.SA,OIBR3.SA,TTEN3.SA,BGIP3.SA,GGPS3.SA,SAPR4.SA,ISAE4.SA,AALR3.SA,BMGB4.SA,RENT3.SA,FRAS3.SA,TEND3.SA,COGN3.SA,INTB3.SA,BBDC3.SA,UNIP3.SA,SYNE3.SA,SAPR11.SA,ALUP11.SA,PSSA3.SA,SAUD3.SA,MATD3.SA,MULT3.SA,RDOR3.SA,TUPY3.SA,HAPV3.SA,AZZA3.SA,ENGI11.SA,PRIO3.SA,BRKM5.SA,DASA3.SA,PETR3.SA,ABEV3.SA,BHIA3.SA,YDUQ3.SA,BBAS3.SA,TIMS3.SA,VBBR3.SA,CSAN3.SA,SIMH3.SA,BBDC4.SA,ROMI3.SA,PETR4.SA,FHER3.SA,PGMN3.SA,FLRY3.SA,VIVA3.SA,IRBR3.SA,LREN3.SA,RADL3.SA,BGIP4.SA,BMEB3.SA,LIGT3.SA,ODPV3.SA,SBSP3.SA,MYPK3.SA,LJQQ3.SA,MRVE3.SA,UGPA3.SA,BRAP3.SA,CSNA3.SA,CURY3.SA,SLCE3.SA,POMO4.SA,RAPT4.SA,BPAC3.SA,GGBR4.SA,ALUP4.SA,BPAC5.SA,BRKM3.SA,BRSR3.SA,BSLI3.SA,IFCM3.SA,ISAE3.SA,ITUB3.SA,PLPL3.SA,CBAV3.SA,ECOR3.SA,GGBR3.SA,JSLG3.SA,PINE4.SA,VAMO3.SA,VULC3.SA,BEEF3.SA,CMIG4.SA,GOAU4.SA,DXCO3.SA,PMAM3.SA,ALOS3.SA,AXIA3.SA,MGLU3.SA,IGTI11.SA,PCAR3.SA,ALPA4.SA,MDIA3.SA,AMAR3.SA,CSMG3.SA,MOVI3.SA,AXIA6.SA,AZEV4.SA
2026-09-18,35.0401,31.7768,133.8775,20.4543,6.9933,26.2907,55.5383,15.5723,8.8692,38.7396,56.1308,20.9469,41.3056,55.0505,26087.8425,83.0501,186.7833,1839.2858,413.192,560431.2357,18.7254,24.3084,15.5931,89.9173,52.9689,180.2285,17.2113,36.5661,37.1389,64.533,23.7561,27.9198,53.3336,7.4902,17.7391,18.2353,74.8917,7.3337,8.7099,763.101,2028.2373,28.2674,1.5191,61.0852,21.6461,3480.4961,4.2778,2.8979,13.4555,28.3933,96.0994,63.9589,0.8757,64.556,16.9533,36.9349,9.7172,17.4676,67.5677,4.4226,21.5042,139.4011,30.2642,19.8605,41.1273,122.1809,52.8704,25.0434,618.995,43.1736,7.5474,53.0963,8.3213,26.5233,72.3043,15.1753,15.9892,14.3833,13.43,1.8604,16.3324,58.5938,9.7901,4.3235,72.6933,119.888,7.0987,6.9357,39.7071,60.647,18.351,4.4918,6.7623,13.3029,75.4002,13.2661,2.9801,13.0479,23.5622,26.515,12.737,12.8693,125.2441,32.9952,13.2786,17.5991,12.3353,0.1567,13.2282,5.9231,50.5312,13.4774,13.3452,19.2068,22.7399,31.7009,8.3172,65.3118,0.141,12.9574,49.7562,8.7597,4.9673,22.4053,2.6378,3.6515,30.0994,15.7703,23.7994,1.7704,9.3425,10.887,41.3217,2.665,25.0421,22.5517,30.6286,9.8072,0.9959,20.9178,16.0812,8.4087,6.9235,9.9268,31.0932,35.4754,0.2348,0.0034,30.2126,11.3859,0.1258,4.1939,10.3525,2.703,2.4496,0.1365,3.3677,11.6932,4.4617,16.7309,2.0345,0.1262,5.9346,7.0917,32.031,7.2207,10.199,6.861,8.9918,0.1043,7.8018,16.2781,6.033,0.0914,2.761,1.3365,10.9772,1.2064,17.0388,2.9034,2.6658,2.5421,3.6873,3.6089,2.5525,0.3549,3.1911,2.2524,0.2583,0.1193,6.433,21.1615,2.7016,3.7439,3.4591,0.8846,1.2017,1.8394,0.4343,4.0379,0.0339,1.9247,0.2585,3.1667,0.0807,10.184,10.4835,0.157,5.3071,0.2086,3.7213,3.0674,0.2995,15.4365,0.2509,12.3239,0.0612
2026-09-21,35.1471,32.1388,134.8387,20.5953,7.008,26.4472,56.524,15.6313,8.9054,38.9986,56.1666,21.093,41.6274,55.4757,27091.7061,83.5488,190.5357,1887.9393,418.2479,589833.152,18.8197,24.3913,15.6781,90.978,53.0408,181.0875,17.2237,36.8771,37.5294,65.3735,23.7483,28.0048,53.6161,7.5331,17.74,18.262,75.0238,7.3667,8.7282,781.6564,2092.1244,28.3148,1.5271,61.2489,21.6609,3558.9537,4.2855,2.9131,13.4842,28.3907,96.7551,64.0897,0.8789,64.6688,16.9769,37.0175,9.7733,17.5379,68.2369,4.4893,21.5621,139.8196,30.3408,19.911,41.2261,122.952,52.9479,25.1616,645.9485,43.1767,7.592,53.2509,8.3179,26.5281,72.3624,15.2052,15.9964,14.3869,13.4186,1.8642,16.3119,58.5819,9.7993,4.3302,72.8691,119.8478,7.0991,6.945,39.7279,60.6984,18.3478,4.4849,6.7626,13.2964,75.2069,13.264,2.984,13.0459,23.6028,26.5803,12.7442,12.8704,125.3534,32.9418,13.4994,17.614,12.3508,0.1568,13.2131,5.9079,50.6255,13.4667,13.3417,19.2073,22.7968,31.6165,8.3113,65.3111,0.1411,12.9406,49.5262,8.7488,4.9738,22.344,2.6425,3.6409,30.0834,15.7495,23.8003,1.7673,9.3337,10.8525,41.2633,2.6601,25.0159,22.5292,30.6173,9.7906,0.9925,20.8688,15.9967,8.3929,6.9121,9.9401,30.9921,35.2961,0.2305,0.0033,30.1054,11.3426,0.1236,4.1739,10.3143,2.6678,2.4138,0.1344,3.3619,11.6623,4.4504,16.6564,2.0267,0.1246,5.9012,7.064,31.9577,7.2072,10.1767,6.7909,8.8736,0.101,7.7724,16.2182,6.0154,0.0904,2.7401,1.3078,10.942,1.2001,16.9729,2.875,2.6524,2.5375,3.6592,3.5768,2.5335,0.348,3.1836,2.2329,0.2549,0.1185,6.3699,21.0533,2.6785,3.7002,3.4383,0.8722,1.191,1.8221,0.4314,4.0249,0.0329,1.9101,0.2538,3.1631,0.0792,10.1166,10.394,0.1535,5.2579,0.2054,3.7067,3.0432,0.2987,15.3449,0.2465,12.2398,0.0606
2026-09-22,35.2606,32.505,135.8068,20.7577,7.0202,26.62,57.5272,15.673,8.9467,39.121,56.2482,21.2769,41.844,55.7962,28128.7549,84.137,194.5356,1937.8798,423.763,621908.5974,18.9103,24.4549,15.7544,92.1509,53.1379,182.135,17.2397,37.124,37.924,66.1276,23.7894,28.0576,53.9001,7.5825,17.7576,18.2887,75.2249,7.4079,8.7613,804.6083,2157.6511,28.372,1.5363,61.378,21.6907,3646.9939,4.2932,2.9288,13.5132,28.4485,97.6437,64.2171,0.8801,64.7747,17.0098,37.1659,9.8297,17.6085,69.2815,4.6021,21.6143,140.0598,30.4321,19.9697,41.2804,123.9423,53.2415,25.1703,666.6624,43.3168,7.6368,53.5482,8.3124,26.5329,72.4205,15.219,15.998,14.3908,13.4026,1.8681,16.2915,58.5481,9.8111,4.3369,72.9441,119.8251,7.0994,6.9544,39.7378,60.7499,18.3469,4.4819,6.7634,13.2938,75.0691,13.2621,2.9877,13.0466,23.6338,26.6141,12.7514,12.8693,125.4628,32.9293,13.6361,17.6277,12.3654,0.1566,13.1842,5.892,50.6997,13.4596,13.3331,19.2077,22.8633,31.5336,8.3122,65.3103,0.1411,12.9261,49.2242,8.742,4.976,22.2795,2.6422,3.6309,30.0896,15.736,23.7986,1.765,9.3346,10.8214,41.1838,2.6537,24.947,22.5082,30.606,9.7472,0.9825,20.806,15.9149,8.3768,6.9124,9.9333,30.8914,35.1176,0.2255,0.0032,29.9986,11.3044,0.1221,4.1617,10.2628,2.6349,2.3791,0.1323,3.3511,11.6302,4.439,16.5842,2.0189,0.1229,5.8679,7.0346,31.8929,7.1921,10.156,6.7229,8.7803,0.0998,7.7441,16.1669,6.0009,0.0892,2.7294,1.2816,10.9068,1.1947,16.9036,2.847,2.639,2.5329,3.6273,3.545,2.5152,0.3414,3.1674,2.2088,0.2519,0.1179,6.3074,20.9427,2.6526,3.6561,3.4191,0.8589,1.1826,1.8025,0.4261,4.0165,0.0321,1.8903,0.2502,3.1576,0.078,10.0496,10.3052,0.1499,5.2091,0.2021,3.6866,3.0215,0.2976,15.2127,0.2419,12.1643,0.0602
2026-09-23,35.3745,32.7718,136.8427,20.9213,7.0263,26.7939,58.4717,15.7296,8.9883,39.2808,56.3478,21.4477,42.2096,56.1404,29117.3912,84.774,197.3763,1989.1414,429.2684,656038.0886,19.0013,24.5459,15.8563,93.3253,53.2301,183.1748,17.2767,37.283,38.2769,66.9392,23.8614,28.1179,54.1698,7.6116,17.825,18.3219,75.4066,7.4476,8.8007,825.7386,2222.5445,28.4165,1.5429,61.5014,21.7095,3738.7616,4.3001,2.9446,13.5423,28.5163,98.4122,64.303,0.8814,64.8808,17.0327,37.3418,9.8627,17.6843,69.8176,4.6348,21.6695,140.3004,30.4909,20.0056,41.3483,124.462,53.4848,25.238,700.2766,43.4125,7.6821,53.8229,8.3069,26.5378,72.525,15.2329,15.9939,14.3947,13.4057,1.872,16.2721,58.5551,9.8316,4.3325,72.9121,119.8194,7.0998,6.9593,39.7594,60.7651,18.3461,4.4772,6.7641,13.2908,75.0955,13.261,2.9861,13.0473,23.6692,26.6121,12.7611,12.8681,125.5572,32.9169,13.7934,17.5795,12.3634,0.1562,13.1552,5.8713,50.6306,13.4309,13.3246,19.2202,22.9471,31.5139,8.3122,65.3332,0.1412,12.9224,49.0209,8.6961,4.979,22.2109,2.6441,3.6209,30.0244,15.722,23.7968,1.7572,9.3343,10.7716,41.0944,2.6483,24.8978,22.4481,30.5661,9.7165,0.9721,20.7351,15.8301,8.3598,6.9127,9.9021,30.773,34.9473,0.2206,0.0031,29.8865,11.2716,0.1201,4.1467,10.2172,2.6015,2.3475,0.1303,3.3289,11.5902,4.4281,16.5057,2.0119,0.1211,5.8349,7.0053,31.8147,7.1743,10.1174,6.6556,8.6895,0.098,7.7152,16.0963,5.9786,0.0878,2.712,1.2551,10.8704,1.1888,16.8333,2.8192,2.6257,2.5251,3.5784,3.504,2.494,0.3345,3.1599,2.1875,0.2483,0.1174,6.2455,20.8304,2.6259,3.6125,3.3994,0.8426,1.1705,1.7815,0.4216,4.0016,0.0313,1.8705,0.245,3.1535,0.0772,9.9698,10.2252,0.1464,5.1572,0.1989,3.6737,2.9961,0.2965,15.0973,0.2368,12.058,0.0599
2026-09-24,35.4956,33.047,137.9717,21.0878,7.0279,26.9758,59.4317,15.776,9.0235,39.3848,56.4363,21.6315,42.6229,56.5109,30145.0169,85.2622,200.7115,2048.5334,432.8202,692262.4714,19.0824,24.6257,15.9408,94.4681,53.3304,184.7975,17.3158,37.4801,38.587,67.4321,23.8974,28.1837,54.4408,7.6409,17.9146,18.3617,75.5521,7.4853,8.8469,846.1417,2288.901,28.4412,1.5491,61.6261,21.7248,3822.2707,4.3071,2.9604,13.5715,28.5634,99.2678,64.4111,0.8861,65.0728,17.0687,37.3362,9.883,17.7489,70.3528,4.6545,21.6719,140.622,30.4881,20.0717,41.419,124.4349,53.7598,25.3002,727.8485,43.5106,7.722,54.0613,8.3066,26.5354,72.6139,15.2467,15.9909,14.3992,13.3898,1.8746,16.2528,58.5652,9.8501,4.3261,72.8652,119.7914,7.1002,6.963,39.7755,60.758,18.3575,4.4665,6.7649,13.2882,75.1184,13.2602,2.9846,13.0473,23.7082,26.6185,12.7561,12.8669,125.6517,32.9045,13.9064,17.5381,12.3594,0.156,13.122,5.852,50.5467,13.402,13.3113,19.2328,23.037,31.5358,8.31,65.3893,0.1413,12.9164,48.7382,8.6307,4.9836,22.147,2.6434,3.6152,29.8957,15.708,23.7887,1.7455,9.3007,10.7116,41.0166,2.6429,24.8412,22.3724,30.5263,9.6852,0.9613,20.6597,15.721,8.3437,6.9006,9.8542,30.6647,34.7864,0.2152,0.003,29.7861,11.2389,0.1183,4.1279,10.1717,2.5686,2.3133,0.1284,3.3021,11.5372,4.4124,16.4347,2.0058,0.1194,5.802,6.9615,31.6853,7.1356,10.0763,6.589,8.5892,0.0963,7.6807,16.0452,5.9507,0.0864,2.686,1.2291,10.8414,1.1793,16.764,2.7931,2.6125,2.5142,3.5394,3.4656,2.4738,0.3275,3.1427,2.1647,0.2453,0.1167,6.1841,20.7135,2.6064,3.5718,3.3775,0.8275,1.158,1.759,0.4181,3.9878,0.0305,1.8501,0.2392,3.1574,0.0763,9.8929,10.1387,0.1431,5.104,0.1957,3.6441,2.9667,0.2953,14.9827,0.2318,11.9573,0.0595
2026-09-25,35.6174,33.3244,139.1858,21.2643,7.0311,27.1458,60.4196,15.826,9.059,39.4807,56.6216,21.7973,43.0375,56.7726,31198.5364,85.6584,203.9986,2111.3309,435.0594,730227.261,19.1639,24.7028,16.0422,95.5476,53.4138,186.6761,17.3685,37.6001,39.6653,67.9763,23.9653,28.2571,54.6738,7.6658,17.9978,18.4015,75.4635,7.5214,8.8958,863.636,2352.0101,28.492,1.5504,61.7647,21.7586,3921.8729,4.3148,2.9694,13.614,28.5592,99.9644,64.5042,0.8905,65.324,17.1131,37.3592,9.9012,17.8138,70.8873,4.6743,21.7166,140.7497,30.4859,20.1383,41.4897,124.7655,54.0362,25.3625,765.9946,43.5982,7.7645,54.3638,8.3021,26.5367,72.6546,15.2568,15.9907,14.404,13.3936,1.8772,16.2258,58.5887,9.8687,4.3201,72.8766,119.8139,7.1006,6.9561,39.8107,60.7509,18.3721,4.4559,6.7657,13.2877,75.2568,13.2604,2.9838,13.0464,23.762,26.6173,12.7483,12.8658,125.6981,32.8957,14.0158,17.4835,12.3554,0.1557,13.0933,5.8404,50.4557,13.4008,13.3021,19.2453,23.088,31.5564,8.3397,65.4526,0.1403,12.9061,48.5184,8.5585,4.9767,22.1142,2.6281,3.6094,29.8467,15.6941,23.7666,1.7339,9.2638,10.6551,40.9416,2.6357,24.7812,22.297,30.4821,9.6456,0.9506,20.5644,15.6335,8.3277,6.8843,9.7972,30.5568,34.6088,0.2095,0.0028,29.6976,11.2083,0.1162,4.1088,10.1272,2.5351,2.2838,0.1265,3.2756,11.4805,4.3961,16.3739,1.9991,0.118,5.7711,6.8968,31.5564,7.097,10.0354,6.5332,8.4931,0.0956,7.6432,15.9753,5.9201,0.0849,2.6627,1.2041,10.8061,1.1702,16.6494,2.7691,2.5979,2.5028,3.4987,3.4368,2.4578,0.3208,3.1269,2.1402,0.2422,0.1161,6.1234,20.6174,2.5901,3.5344,3.3612,0.8138,1.1457,1.7351,0.4107,3.9767,0.0298,1.8394,0.2341,3.1483,0.0746,9.8131,10.0604,0.1401,5.0569,0.1942,3.619,2.9361,0.2941,14.8646,0.2269,11.8787,0.0591
2026-09-28,35.7368,33.6652,140.2708,21.5411,7.06,27.387,61.4919,15.8993,9.1026,39.695,56.7354,21.9521,43.418,57.1304,32403.8906,86.2326,208.0341,2166.6976,443.2917,768526.4351,19.2498,24.7775,16.1473,96.8029,53.4906,187.4893,17.3908,37.9871,39.9015,68.9063,23.9947,28.3457,54.9499,7.698,17.9995,18.4283,75.6555,7.5476,8.9223,883.011,2429.7894,28.511,1.5522,61.8823,21.8095,4010.6834,4.3228,2.985,13.6428,28.5798,100.7479,64.6542,0.8909,65.4719,17.161,37.4656,9.9431,17.8855,71.9126,4.693,21.7908,141.0847,30.4747,20.1826,41.5597,125.7704,54.1913,25.4361,794.9825,43.5768,7.8111,54.5957,8.2941,26.5783,72.675,15.3057,15.9782,14.4077,13.3871,1.8749,16.2184,58.6047,9.8873,4.3209,73.0919,119.8814,7.1009,6.9427,39.8206,60.6696,18.3638,4.449,6.7659,13.2838,75.1027,13.2598,2.9883,13.031,23.8096,26.6725,12.7347,12.8669,125.8289,32.8616,14.2364,17.5328,12.3661,0.1563,13.0524,5.821,50.4339,13.4043,13.2978,19.2578,23.1366,31.5241,8.2628,65.5139,0.1404,12.8973,48.3755,8.4836,4.9798,22.0513,2.6317,3.6015,29.8113,15.6917,23.78,1.7309,9.2502,10.6244,40.8559,2.6312,24.7291,22.2782,30.4794,9.6261,0.941,20.4932,15.53,8.3115,6.8648,9.7718,30.4502,34.3481,0.2038,0.0027,29.5892,11.1705,0.1145,4.087,10.0709,2.4993,2.2502,0.1244,3.27,11.4425,4.3778,16.3023,1.9925,0.1163,5.7386,6.8568,31.484,7.084,9.9976,6.4549,8.3824,0.0913,7.6227,15.9087,5.9012,0.0838,2.6522,1.1778,10.7865,1.166,16.5837,2.7401,2.5813,2.4977,3.4494,3.3974,2.4397,0.315,3.1138,2.1247,0.2398,0.1147,6.0626,20.5088,2.5684,3.4939,3.3387,0.8001,1.1354,1.7108,0.4054,3.9638,0.029,1.82,0.2295,3.14,0.0721,9.7379,9.9744,0.1368,5.0101,0.1913,3.6008,2.9125,0.2929,14.7745,0.2228,11.7981,0.0585
2026-09-29,35.8561,34.1609,141.3887,21.7643,7.0876,27.6624,62.6211,15.9597,9.1514,39.9019,56.879,22.1721,44.0004,57.5761,33636.8621,86.9142,212.2521,2227.512,456.2398,810322.7774,19.3319,24.7917,16.2385,98.2559,53.5785,188.6108,17.4069,38.3233,40.167,69.6359,24.0843,28.4183,55.2275,7.7316,18.0125,18.4551,76.0472,7.5822,8.961,907.5757,2509.7079,28.5478,1.5547,61.9646,21.8675,4118.0293,4.3308,3.0016,13.6866,28.6488,101.6431,64.7669,0.8947,65.6131,17.209,37.6386,10.0021,17.9675,73.0508,4.712,21.7839,141.2393,30.509,20.1825,41.5333,126.9185,54.4977,25.5166,833.2917,43.656,7.8583,54.9593,8.2839,26.6047,72.682,15.3533,15.9623,14.4118,13.3803,1.8888,16.2087,58.6045,9.9059,4.3218,73.2872,120.0082,7.1013,6.9312,39.857,60.5884,18.4206,4.4492,6.7667,13.2801,74.9933,13.2593,2.992,13.026,23.8441,26.696,12.7158,12.8657,125.7107,32.8804,14.388,17.4549,12.3825,0.158,12.998,5.802,50.3519,13.4115,13.2889,19.2672,23.1854,31.4063,8.191,65.6337,0.1405,12.8859,48.199,8.4143,4.979,21.9852,2.6286,3.5935,29.7597,15.6893,23.7908,1.7273,9.244,10.5939,40.7703,2.624,24.6566,22.2677,30.4616,9.6021,0.9284,20.4085,15.4272,8.296,6.8572,9.73,30.3439,34.0999,0.1969,0.0026,29.5099,11.1369,0.1131,4.0744,9.999,2.4694,2.2177,0.1232,3.2595,11.4049,4.3596,16.2601,1.9871,0.1147,5.7089,6.8207,31.4062,7.0755,9.9599,6.3816,8.3054,0.0895,7.6032,15.8484,5.8827,0.0826,2.6495,1.1517,10.7617,1.1603,16.4964,2.7115,2.5647,2.4926,3.4052,3.3606,2.4206,0.309,3.0861,2.1049,0.2378,0.1136,6.0036,20.388,2.5421,3.4519,3.3179,0.7848,1.1272,1.6844,0.4005,3.9568,0.0283,1.799,0.2252,3.1373,0.0701,9.663,9.8923,0.1343,4.9604,0.1882,3.5756,2.8883,0.2918,14.6401,0.2185,11.7253,0.0581
2026-09-30,36.0083,34.6232,142.9468,22.0117,7.1114,27.9495,63.6876,16.1232,9.2004,40.1377,57.1195,22.3546,44.5395,57.9126,35503.2799,87.5712,215.8457,2300.2382,468.6346,854795.8284,19.4143,24.8354,16.3211,99.7409,53.7389,189.7889,17.5139,38.5334,40.4053,70.4947,24.1733,28.5655,55.4903,7.7669,18.0398,18.4989,76.5012,7.6152,9.0062,931.6663,2594.0469,28.5787,1.5746,62.0817,21.8935,4227.7162,4.3381,3.0182,13.7574,28.6997,102.4128,64.9235,0.8951,65.6875,17.2873,37.927,10.0469,18.0763,74.1455,4.73,21.839,141.3941,30.5235,20.1189,41.532,127.5519,54.7526,25.5972,861.6398,43.7776,7.906,55.2694,8.2737,26.5964,72.7801,15.448,15.9446,14.4159,13.3958,1.9028,16.2129,58.6039,9.9463,4.321,73.4016,120.2264,7.1017,6.9219,40.0174,60.471,18.4207,4.4514,6.7675,13.2744,74.8409,13.2589,2.99,13.021,23.8475,26.7121,12.7052,12.8646,125.4591,32.9634,14.5413,17.3205,12.3791,0.159,13.0732,5.7757,50.4667,13.4586,13.2801,19.3065,23.2475,31.309,8.1196,65.7828,0.1405,12.8822,47.9488,8.3716,4.9711,21.916,2.6055,3.5907,29.6406,15.6742,23.8438,1.7187,9.2382,10.5451,40.6893,2.611,24.6557,22.2292,30.4176,9.6153,0.9199,20.3226,15.3394,8.2796,6.8495,9.6562,30.2204,33.9643,0.1903,0.0024,29.6662,11.0824,0.1115,4.0592,9.9304,2.4411,2.1873,0.1226,3.2443,11.3513,4.3418,16.2752,1.9912,0.1128,5.6794,6.7927,31.3256,7.0667,9.8904,6.3003,8.4491,0.0874,7.5896,15.8007,5.8778,0.0813,2.6414,1.1379,10.7654,1.1538,16.436,2.6832,2.5531,2.4832,3.3517,3.3142,2.3992,0.3045,3.0595,2.0916,0.2353,0.1125,5.9452,20.2693,2.5265,3.4105,3.3095,0.7687,1.1165,1.6576,0.3948,3.9546,0.0276,1.8125,0.2202,3.1323,0.0685,9.5955,9.8574,0.132,4.9377,0.1857,3.5578,2.8609,0.2906,14.5408,0.214,11.6612,0.0579
2026-10-01,36.0521,35.0091,143.8293,23.2767,7.1596,28.0193,64.7823,16.0271,9.2953,40.5489,57.2002,22.6549,45.1895,58.471,36890.0186,87.8738,218.5987,2348.93,472.1129,905426.2575,19.6779,24.8663,16.45,100.8132,53.9477,190.9519,17.6015,38.6357,40.7817,70.779,24.3844,28.7866,55.6605,7.802,18.1469,18.5167,76.5639,7.4911,9.0876,949.7148,2648.6706,28.5891,1.5779,62.1609,21.9981,4323.3532,4.3437,3.0224,13.9088,28.7407,103.1885,64.995,0.9033,65.9636,17.2531,37.952,10.0774,18.1549,75.5131,4.7673,21.9943,141.2051,30.5507,20.2671,41.6561,129.0248,55.0828,25.7604,898.8322,43.8494,7.9242,55.3862,8.2828,26.6021,73.085,15.4718,15.966,14.4335,13.4513,1.9288,16.1141,58.5533,9.9557,4.3224,73.0416,120.1882,7.1016,6.9301,39.9887,60.5088,18.4537,4.4466,6.7669,13.2842,74.7298,13.2568,2.9982,13.0236,23.836,26.5988,12.6872,12.8634,125.537,32.9451,13.5699,17.3076,12.3537,0.1615,13.0777,5.7768,50.8344,13.4254,13.2722,19.3446,23.2834,31.2951,8.1102,65.8471,0.1402,12.8463,47.7456,8.4379,4.9487,21.8766,2.6035,3.5821,29.6972,15.6119,23.8912,1.6938,9.1775,10.5378,40.6316,2.6119,24.5548,22.1623,30.2213,9.5863,0.9211,20.3597,15.2462,8.2526,6.8744,9.568,30.1621,33.8977,0.1871,0.0024,29.6247,11.0449,0.1101,4.05,9.892,2.4104,2.1611,0.1205,3.2264,11.3387,4.3348,16.2172,1.9896,0.1117,5.6648,6.7619,31.2083,7.0538,9.921,6.2414,8.3217,0.0862,7.5743,15.762,5.8547,0.0802,2.6499,1.1187,10.7516,1.1489,16.4887,2.6658,2.5941,2.4672,3.3288,3.2808,2.3909,0.2984,3.0423,2.0715,0.2339,0.1111,5.869,20.1343,2.5319,3.3862,3.3033,0.758,1.1048,1.6472,0.3895,3.966,0.0269,1.7929,0.216,3.1322,0.0683,9.6307,9.7374,0.1302,4.9051,0.1858,3.5258,2.8314,0.2907,14.4603,0.2106,11.5516,0.0578
2026-10-02,36.096,35.3993,144.9907,23.7341,7.2135,28.0974,65.8204,16.0488,9.3472,40.8054,57.3571,22.8952,45.7089,58.9339,38299.4937,88.236,220.1558,2405.5773,479.4181,958033.3261,19.7912,24.8916,16.5262,101.7016,54.0002,192.8511,17.7032,38.6899,41.2604,71.0565,24.4378,29.0226,55.8801,7.8327,18.2633,18.5289,76.7026,7.4455,9.1583,968.8613,2703.0154,28.6325,1.5764,62.2639,22.1158,4448.3099,4.3457,3.0194,13.9708,28.742,103.6368,65.1329,0.9131,66.333,17.2319,37.9688,10.0847,18.186,75.7311,4.7887,22.01,140.8291,30.578,20.3499,41.8007,129.8812,55.3805,25.7522,933.6018,43.9159,7.9346,55.5114,8.2876,26.6007,73.3284,15.4933,15.9795,14.4384,13.4616,1.9272,16.0083,58.5376,9.9413,4.3205,73.1466,120.142,7.1014,6.9318,39.9935,60.5465,18.4773,4.4386,6.7672,13.2849,74.6275,13.2546,3.0058,13.0272,23.8074,26.4783,12.6901,12.8623,125.2462,32.9038,12.2129,17.2846,12.3274,0.1616,13.0813,5.7638,50.831,13.4092,13.2643,19.3596,23.2833,31.2812,8.1047,65.7009,0.139,12.8,47.4573,8.4754,4.9169,21.852,2.5835,3.5736,29.5994,15.5505,23.766,1.6814,9.1269,10.5664,40.6143,2.6095,24.4937,22.0952,30.0207,9.5711,0.9142,20.3899,15.177,8.2402,6.8567,9.4616,30.0759,33.8104,0.1842,0.0023,29.4768,11.0163,0.1087,4.0421,9.8511,2.3768,2.1398,0.1183,3.1964,11.3249,4.3232,16.1407,1.9864,0.111,5.6378,6.7046,31.0914,7.006,9.9205,6.2033,8.2263,0.0854,7.5769,15.7304,5.8233,0.0788,2.6305,1.1,10.6924,1.1436,16.3998,2.6481,2.6042,2.4505,3.2859,3.2525,2.3739,0.2929,3.0331,2.0417,0.2324,0.1097,5.8152,20.0199,2.5232,3.3649,3.2736,0.7492,1.0922,1.6312,0.3835,3.926,0.0262,1.7774,0.2115,3.118,0.0681,9.6228,9.6352,0.1272,4.8644,0.1867,3.4979,2.7955,0.2895,14.3695,0.2061,11.4497,0.0573
